AÑO;MES;CONGLOME;VIVIENDA;HOGAR;UBIGEO;DOMINIO;ESTRATO;PERIODO;TIPENC;FECENT;RESULT;PANEL;P22;P23;P24A;P24B;P25$1;P25$2;P25$3;P25$4;P25$5;P101;P102;P103;P103A;P104;P104A;P104B1;P104B2;P105A;P105B;P106;P106A;P106B;P107B1
2023;7;7989;73;11;150201;2;3;4;3;20230723;1;1;2;     .;1;1;0;1;1;1;0;1;1;3;1;4;1;3;3;2; ;400;1;1;2
2023;7;7989;92;11;150201;2;3;4;3;20230723;1;1;2;     .;2;2;0;1;0;1;0;1;1;3;1;4;3;2;2;6; ;600; ; ;2
2023;7;7989;113;11;150201;2;3;4;3;20230722;1;1;1;220901;1;1;0;1;0;1;0;1;3;5;5;3;2;2;2;6; ;250; ; ;2
2023;7;7989;133;11;150201;2;3;4;3;20230722;2;1;2;     .;3;3;1;0;1;1;0;1;3;6;8;2;2;2;2;2; ;400;1;1;2
2023;7;8042;29;11;150901;5;5;4;3;20230721;1;1;2;     .;3;3;0;1;0;1;0;1;3;6;4;1;1;2;2;1;100; ; ; ;2
2023;7;8042;44;11;150901;5;5;4;3;20230721;1;1;2;     .;4;3;0;1;0;1;0;1;3;5;3;3;2;3;3;1;200; ; ; ;2
2023;7;8042;60;11;150901;5;5;4;3;20230721;1;1;2;     .;1;1;0;1;1;1;0;4;3;4;4;2;2;3;3;1;250; ; ; ;2
2023;7;8042;76;11;150901;5;5;4;3;20230722;1;1;2;     .;4;3;0;1;0;1;0;1;3;6;4;5;3;2;2;1;100; ; ; ;2
2023;7;8042;107;11;150901;5;5;4;3;20230722;2;1;2;     .;4;3;1;0;1;1;0;1;3;4;4;1;1;2;2;2; ;150;1;1;2
2023;7;8042;138;11;150901;5;5;4;3;20230723;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8130;123;11;150605;2;7;4;3;20230723;2;1;2;     .;1;1;1;0;0;1;0;1;1;3;1;5;3;2;2;2; ;500;1;1;2
2023;7;8130;128;11;150605;2;7;4;3;20230722;1;1;2;     .;4;3;0;1;0;1;0;1;3;5;5;3;2;2;2;2; ;50;2; ;2
2023;7;8130;271;11;150605;2;7;4;3;20230722;1;1;2;     .;4;1;0;1;0;1;0;1;9;5;4;3;1;2;2;2; ;100;2; ;2
2023;7;8130;273;11;150605;2;7;4;3;20230722;3;1; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8130;274;11;150605;2;7;4;3;20230722;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;4;1;2;2;2; ;80;1;2;2
2023;7;8130;275;11;150605;2;7;4;3;20230722;2;1;2;     .;1;1;1;0;1;1;0;1;1;5;5;3;2;2;2;3; ;400;1;2;2
2023;7;8130;276;11;150605;2;7;4;3;20230720;1;1;2;     .;2;1;1;0;1;1;0;1;3;5;5;5;3;2;2;2; ;300;3; ;2
2023;7;8130;277;11;150605;2;7;4;3;20230722;1;1;2;     .;1;1;1;0;1;1;0;1;1;5;1;3;2;2;2;2; ;200;1;1;2
2023;7;8179;4;11;160108;7;2;3;3;20230722;1;1;2;     .;4;3;0;1;0;1;0;1;9;6;4;5;3;2;2;2; ;400;2; ;2
2023;7;8179;53;11;160108;7;2;3;3;20230718;1;1;2;     .;1;1;1;0;0;1;0;1;1;5;4;8;5;1;1;2; ;1000;1;1;2
2023;7;8179;69;11;160108;7;2;3;3;20230723;1;1;2;     .;4;1;1;0;0;1;0;1;1;5;4;3;2;2;2;6; ;200; ; ;2
2023;7;8179;84;11;160108;7;2;3;3;20230715;1;2;2;     .;4;3;1;0;0;1;0;1;1;6;4;4;3;3;3;1;150; ; ; ;2
2023;7;8179;101;11;160108;7;2;3;3;20230730;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8179;133;11;160108;7;2;3;3;20230730;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8293;21;11;160201;7;4;5;3;20230728;1;1;2;     .;3;3;0;1;0;1;0;1;1;6;4;4;3;2;2;2; ;300;2; ;2
2023;7;8293;39;11;160201;7;4;5;3;20230729;1;1;2;     .;4;1;0;1;0;1;0;1;7;6;4;4;3;2;2;2; ;200;2; ;2
2023;7;8293;57;11;160201;7;4;5;3;20230729;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8293;91;11;160201;7;4;5;3;20230729;1;1;2;     .;4;3;0;1;0;0;0;1;7;6;4;2;1;2;2;2; ;90;2; ;2
2023;7;8293;110;11;160201;7;4;5;3;20230728;1;1;2;     .;3;3;0;1;0;1;0;1;1;6;4;3;2;2;2;2; ;100;2; ;2
2023;7;8293;128;11;160201;7;4;5;3;20230730;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8544;8;11;180301;3;3;4;3;20230723;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8544;22;11;180301;3;3;4;3;20230723;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8544;50;11;180301;3;3;4;3;20230723;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8544;63;11;180301;3;3;4;3;20230720;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8544;76;11;180301;3;3;4;3;20230722;1;1;2;     .;1;1;1;0;1;1;0;1;1;5;1;4;1;2;2;2; ;320;1;1;2
2023;7;8544;91;11;180301;3;3;4;3;20230723;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8581;12;11;180205;6;7;3;3;20230731;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8581;16;11;180205;6;7;3;3;20230731;1;1;2;     .;4;3;0;0;0;0;1;5;5;6;8;3;1; ; ;2; ;50;2; ;2
2023;7;8581;92;11;180205;6;7;3;3;20230713;1;1;2;     .;4;2;0;1;0;0;0;1;1;5;4;5;3;2;2;2; ;200;1;1;2
2023;7;8581;93;11;180205;6;7;3;3;20230714;1;1;2;     .;1;1;0;1;0;0;0;1;1;5;1;1;1;3;3;1;100; ; ; ;2
2023;7;8581;97;11;180205;6;7;3;3;20230714;1;1;2;     .;4;3;0;1;0;0;0;1;1;6;4;2;0;2;2;2; ;100;1;1;2
2023;7;8581;106;11;180205;6;7;3;3;20230714;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8581;114;11;180205;6;7;3;3;20230714;1;1;2;     .;1;2;0;1;0;0;0;1;1;5;4;3;2;2;2;2; ;200;1;1;2
2023;7;8581;120;11;180205;6;7;3;3;20230713;1;1;2;     .;4;3;0;1;0;0;0;1;3;6;4;1;0;2;2;2; ;150;2; ;2
2023;7;8737;62;11;190306;7;8;4;3;20230723;2;1;2;     .;4;2;1;0;0;1;0;1;7;4;4;3;2;2;2;2; ;100;2; ;2
2023;7;8737;64;11;190306;7;8;4;3;20230724;1;1;2;     .;4;3;0;1;0;1;0;1;7;4;4;4;2;2;2;2; ;300;2; ;2
2023;7;8737;65;11;190306;7;8;4;3;20230723;1;1;2;     .;4;2;0;1;0;1;0;1;7;4;4;5;2;2;2;2; ;100;2; ;2
2023;7;8737;69;11;190306;7;8;4;3;20230723;1;1;2;     .;3;3;0;1;0;1;0;1;7;4;4;3;1;2;2;2; ;60;2; ;2
2023;7;8737;154;11;190306;7;8;4;3;20230722;1;1;2;     .;4;3;0;1;0;1;0;1;7;6;4;2;1;2;2;2; ;80;2; ;2
2023;7;8737;155;11;190306;7;8;4;3;20230722;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8737;165;11;190306;7;8;4;3;20230722;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8737;167;11;190306;7;8;4;3;20230722;1;1;1;120305;3;3;0;0;0;1;0;1;7;4;4;3;1;2;2;6; ;50; ; ;2
2023;7;8787;14;11;200104;1;2;1;3;20230704;1;1;2;     .;3;1;1;0;1;1;0;1;1;5;4;3;2;2;2;1;50; ; ; ;2
2023;7;8787;31;11;200104;1;2;1;3;20230629;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8787;64;11;200104;1;2;1;3;20230714;1;1;2;     .;2;1;1;0;1;1;0;1;1;3;1;3;2;2;2;2; ;1000;3; ;2
2023;7;8787;79;11;200104;1;2;1;3;20230801;1;1;2;     .;3;3;1;0;1;1;0;1;1;6;4;2;1;2;2;2; ;400;1;1;2
2023;7;8787;96;11;200104;1;2;1;3;20230801;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8787;112;11;200104;1;2;1;3;20230730;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8845;6;11;200601;1;2;4;3;20230723;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8845;24;11;200601;1;2;4;3;20230721;1;1;2;     .;3;1;0;1;0;1;0;1;1;5;4;3;1;1;2;2; ;500;1;1;2
2023;7;8845;58;11;200601;1;2;4;3;20230723;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8845;75;11;200601;1;2;4;3;20230723;2;2;2;     .;1;1;0;1;0;1;0;1;1;5;4;5;4;1;1;2; ;300;1;1;2
2023;7;8845;90;11;200601;1;2;4;3;20230722;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8845;108;11;200601;1;2;4;3;20230723;1;1;2;     .;3;3;0;1;0;1;0;1;8;6;4;4;3;2;2;2; ;300;2; ;2
2023;7;9088;205;11;210105;6;7;1;3;20230706;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;4;2;1;2;2;2; ;99999;2; ;2
2023;7;9088;211;11;210105;6;7;1;3;20230707;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;4;2;0;2;2;2; ;10;2; ;2
2023;7;9088;384;11;210105;6;7;1;3;20230709;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9088;387;11;210105;6;7;1;3;20230707;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;4;1;1;2;2;2; ;5;2; ;2
2023;7;9088;388;11;210105;6;7;1;3;20230708;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9088;390;11;210105;6;7;1;3;20230707;1;1;1;210105;3;2;0;0;0;0;1;1;3;6;4;2;1;2;2;2; ;10;2; ;2
2023;7;9088;391;11;210105;6;7;1;3;20230708;1;1;2;     .;3;2;0;0;0;0;1;1;1;6;4;2;1;2;2;2; ;50;2; ;2
2023;7;9088;396;11;210105;6;7;1;3;20230731;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9402;9;11;230110;3;2;2;3;20230707;2;1;2;     .;2;3;1;0;1;1;0;1;1;5;1;4;3;2;2;3; ;500;1;1;2
2023;7;9402;22;11;230110;3;2;2;3;20230723;2;1;2;     .;1;3;1;0;1;1;0;1;1;5;1;4;2;2;2;2; ;500;1;1;2
2023;7;9402;36;11;230110;3;2;2;3;20230721;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9402;49;11;230110;3;2;2;3;20230707;1;1;2;     .;2;2;1;0;1;1;0;1;1;5;1;3;2;1;1;3; ;300;1;1;2
2023;7;9402;83;11;230110;3;2;2;3;20230709;1;1;2;     .;3;3;1;0;1;1;0;1;1;5;4;2;1;2;2;3; ;300;2; ;2
2023;7;9402;93;11;230110;3;2;2;3;20230709;1;1;2;     .;1;3;1;0;1;1;0;1;1;5;4;3;2;2;2;3; ;200;2; ;2
2023;7;9511;14;11;240101;1;3;2;3;20230724;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;4;6;4;2;2;3; ;650;1;1;2
2023;7;9511;28;11;240101;1;3;2;3;20230707;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9511;41;11;240101;1;3;2;3;20230712;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;4;3;1;1;2; ;700;1;1;2
2023;7;9511;70;11;240101;1;3;2;3;20230706;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9511;84;11;240101;1;3;2;3;20230722;1;1;2;     .;1;1;0;1;0;1;0;1;9;5;4;3;2;2;2;3; ;200;2; ;2
2023;7;9511;97;11;240101;1;3;2;3;20230728;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9511;125;11;240101;1;3;2;3;20230707;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9511;140;11;240101;1;3;2;3;20230802;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9542;4;11;240102;1;5;5;3;20230728;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;4;6;4;2;2;2; ;600;1;1;2
2023;7;9542;20;11;240102;1;5;5;3;20230727;1;1;2;     .;1;1;0;1;0;1;0;1;5;5;4;3;2;2;2;2; ;400;2; ;2
2023;7;9542;35;11;240102;1;5;5;3;20230801;1;1;2;     .;1;1;1;0;0;1;0;1;1;3;4;4;3;1;1;2; ;350;1;1;2
2023;7;9542;66;11;240102;1;5;5;3;20230725;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9542;79;11;240102;1;5;5;3;20230801;1;1;2;     .;1;1;0;1;1;1;0;1;1;5;1;5;4;1;1;2; ;300;2; ;2
2023;7;9542;96;11;240102;1;5;5;3;20230729;1;1;2;     .;1;2;0;1;0;1;0;1;1;5;4;4;3;2;2;2; ;350;1;1;2
2023;7;9669;8;11;250107;7;2;5;3;20230729;1;1;2;     .;4;3;0;1;0;1;0;1;7;5;4;2;1;2;2;2; ;100;1;1;2
2023;7;9669;30;11;250107;7;2;5;3;20230727;1;1;2;     .;4;3;0;1;0;1;0;1;7;5;4;3;2;2;2;2; ;200;2; ;2
2023;7;9669;76;11;250107;7;2;5;3;20230729;1;1;2;     .;1;1;1;0;1;1;0;1;1;5;1;4;2;1;1;2; ;300;1;1;2
2023;7;9669;98;11;250107;7;2;5;3;20230801;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9669;118;11;250107;7;2;5;3;20230729;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9669;141;13;250107;7;2;5;3;20230730;1;1;2;     .;4;1;1;0;1;1;0;1;7;5;4;9;6;2;2;2; ;300;1;1;2
2023;7;9669;141;23;250107;7;2;5;3;20230729;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9669;141;33;250107;7;2;5;3;20230801;1;1;2;     .;4;1;1;0;1;1;0; ; ; ; ; ; ; ; ;6; ;350; ; ;2
2023;7;9933;8;11;50112;5;6;4;3;20230801;1;1;2;     .;3;2;0;1;1;0;0;1;3;5;3;7;3;2;2;2; ;100;1;2;2
2023;7;9933;26;11;50112;5;6;4;3;20230728;1;1;2;     .;3;3;0;1;0;1;0;1;3;6;3;2;0;2;2;2; ;50;2; ;2
2023;7;9933;44;11;50112;5;6;4;3;20230801;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9933;54;11;50112;5;6;4;3;20230727;1;1;2;     .;3;3;0;1;0;1;0;1;3;6;3;3;1;2;2;2; ;30;1;1;2
2023;7;9933;64;11;50112;5;6;4;3;20230728;2;1;2;     .;2;3;1;0;0;1;0;1;1;5;1;1;0;2;2;6; ;60; ; ;2
2023;7;9933;71;11;50112;5;6;4;3;20230730;1;1;2;     .;3;3;1;0;0;1;0;1;4;6;4;3;1;2;2;6; ;30; ; ;2
2023;7;9933;80;11;50112;5;6;4;3;20230727;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;9933;97;11;50112;5;6;4;3;20230727;1;1;2;     .;3;3;1;0;0;1;0;1;3;6;4;3;1;2;2;2; ;50;1;2;2
2023;7;10035;23;11;40109;6;1;1;3;20230629;1;1;2;     .;3;3;0;0;0;1;0;1;1;5;4;1;1;2;2;2; ;100;2; ;2
2023;7;10035;40;11;40109;6;1;1;3;20230702;2;1;2;     .;3;3;0;1;0;1;0;1;1;5;4;1;1;2;2;6; ;200; ; ;2
2023;7;10035;67;11;40109;6;1;1;3;20230716;1;1;2;     .;1;2;1;0;1;1;0;1;1;5;1;6;3;1;1;2; ;99999;1;1;2
2023;7;10035;81;11;40109;6;1;1;3;20230721;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;10035;97;11;40109;6;1;1;3;20230709;2;1;2;     .;1;3;0;1;0;1;0;1;1;5;1;6;4;2;1;2; ;800;1;1;2
2023;7;10035;109;11;40109;6;1;1;3;20230702;1;1;2;     .;3;3;0;0;0;1;0;1;1;5;1;1;1;2;2;4;850;200;1;1;2
2023;7;10364;10;11;220206;7;5;2;3;20230801;1;1;2;     .;3;3;0;1;0;1;0;1;1;5;4;2;2;2;1;2; ;200;2; ;2
2023;7;10364;24;11;220206;7;5;2;3;20230714;1;1;2;     .;4;3;0;1;0;1;0;1;7;5;4;1;1;2;2;2; ;200;2; ;2
2023;7;10364;37;11;220206;7;5;2;3;20230714;1;1;2;     .;4;2;0;1;0;1;0;1;7;6;4;2;1;2;2;2; ;150;1;1;2
2023;7;10364;56;11;220206;7;5;2;3;20230715;1;1;1;220201;1;3;0;0;0;1;0;1;1;5;4;2;1;1;1;2; ;200;2; ;2
2023;7;10364;70;11;220206;7;5;2;3;20230715;1;1;2;     .;3;3;0;1;0;1;0;1;3;6;4;2;1;3;3;6; ;50; ; ;2
2023;7;10364;83;11;220206;7;5;2;3;20230714;1;1;2;     .;1;2;0;1;0;1;0;1;1;5;4;2;1;3;3;1;100; ; ; ;2
2023;7;10447;3;11;40208;3;4;4;3;20230721;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;10447;14;11;40208;3;4;4;3;20230721;1;1;2;     .;1;1;1;0;0;1;0;1;1;2;1;4;2;2;2;2; ;200;1;1;2
2023;7;10447;26;11;40208;3;4;4;3;20230722;1;1;2;     .;3;3;1;0;1;1;0;1;1;5;1;5;3;2;2;2; ;200;1;1;2
2023;7;10447;37;11;40208;3;4;4;3;20230726;1;1;2;     .;4;3;0;1;0;0;0;1;7;5;4;6;5;2;2;2; ;250;2; ;2
2023;7;10447;49;11;40208;3;4;4;3;20230724;1;1;2;     .;2;1;0;1;0;1;0;1;1;3;1;4;3;1;1;2; ;300;1;1;2
2023;7;10447;70;11;40208;3;4;4;3;20230723;1;1;2;     .;1;1;1;0;1;1;0;1;1;2;1;6;4;2;2;2; ;650;1;1;2
2023;7;15004;15;11;10101;4;4;3;1;20230730;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15004;30;11;10101;4;4;3;1;20230715;1; ;2;     .;3;3;0;1;0;1;0;1;3;5;4;4;3;2;2;2; ;300;2; ;2
2023;7;15004;45;11;10101;4;4;3;1;20230715;1; ;2;     .;1;1;0;1;1;1;0;1;3;5;4;4;2;2;2;2; ;700;1;1;2
2023;7;15004;60;11;10101;4;4;3;1;20230719;2; ;2;     .;1;2;0;1;0;1;0;1;1;3;1;6;3;1;1;2; ;800;1;1;2
2023;7;15004;75;11;10101;4;4;3;1;20230712;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15004;92;11;10101;4;4;3;1;20230715;1; ;2;     .;1;3;1;0;1;1;0;4;1;5;1;3;2;1;2;2; ;800;1;1;2
2023;7;15004;106;11;10101;4;4;3;1;20230712;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15004;120;11;10101;4;4;3;1;20230725;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15004;135;11;10101;4;4;3;1;20230726;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15004;150;11;10101;4;4;3;1;20230725;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15012;2;11;10101;4;4;1;3;20230629;1;1;2;     .;1;1;0;1;0;0;0;1;1;2;1;5;3;2;2;2; ;400;2; ;2
2023;7;15012;4;11;10101;4;4;1;3;20230629;1;1;2;     .;1;1;0;1;0;0;0;1;1;5;4;4;3;2;2;2; ;100;2; ;2
2023;7;15012;8;11;10101;4;4;1;3;20230629;1;1;2;     .;4;1;0;1;0;0;0;1;1;5;1;4;3;2;2;2; ;250;2; ;2
2023;7;15012;19;11;10101;4;4;1;3;20230630;1;1;2;     .;3;3;0;1;0;0;0;1;3;6;4;3;2;2;2;2; ;50;2; ;2
2023;7;15012;45;11;10101;4;4;1;3;20230726;1;1;2;     .;1;3;0;1;0;0;0;1;3;5;4;4;3;2;2;2; ;50;2; ;2
2023;7;15012;59;11;10101;4;4;1;3;20230702;1;1;2;     .;3;3;0;1;0;0;0;1;1;5;4;2;2;2;2;6; ;120; ; ;2
2023;7;15047;11;11;10201;7;4;5;1;20230727;1; ;2;     .;1;1;1;0;1;1;0;1;3;5;4;4;3;2;2;2; ;150;2; ;2
2023;7;15047;24;11;10201;7;4;5;1;20230730;2; ;2;     .;1;3;0;1;0;1;0;1;1;5;4;7;5;1;1;2; ;500;2; ;2
2023;7;15047;49;11;10201;7;4;5;1;20230726;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15047;62;11;10201;7;4;5;1;20230725;1; ;2;     .;1;1;0;1;0;1;0;1;1;2;1;5;3;3;3;1;900; ; ; ;2
2023;7;15047;74;11;10201;7;4;5;1;20230728;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15047;87;11;10201;7;4;5;1;20230728;1; ;2;     .;3;3;0;1;0;1;0;1;1;6;4;1;0;2;2;2; ;400;2; ;2
2023;7;15061;2;11;10201;7;4;4;1;20230720;1; ;2;     .;3;3;1;0;1;1;0;1;3;5;4;2;1;2;2;2; ;200;2; ;2
2023;7;15061;23;11;10201;7;4;4;1;20230721;1; ;2;     .;3;1;1;0;1;1;0;1;5;5;4;2;1;2;2;2; ;200;2; ;2
2023;7;15061;65;11;10201;7;4;4;1;20230723;1; ;1;140101;2;2;1;0;1;1;0;1;1;3;1;3;2;1;2;2; ;1000;2; ;2
2023;7;15061;85;11;10201;7;4;4;1;20230723;1; ;1;60801;1;1;1;0;1;1;0;1;1;3;1;6;3;1;2;2; ;99999;1;1;2
2023;7;15061;105;11;10201;7;4;4;1;20230722;1; ;1;10101;1;1;1;0;1;1;0;1;1;3;4;4;3;2;2;2; ;500;1;1;2
2023;7;15061;126;11;10201;7;4;4;1;20230723;1; ;2;     .;4;3;0;1;0;1;0;1;9;6;4;1;0;2;2;2; ;100;2; ;2
2023;7;15067;6;11;10701;7;4;3;3;20230713;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15067;36;11;10701;7;4;3;3;20230714;1;1;2;     .;3;2;0;1;0;1;0;1;3;5;4;3;2;3;2;6; ;500; ; ;2
2023;7;15067;51;11;10701;7;4;3;3;20230716;3;1; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15067;66;11;10701;7;4;3;3;20230715;1;1;2;     .;1;2;0;1;0;1;0;1;1;2;1;2;1;3;3;6; ;400; ; ;2
2023;7;15067;78;11;10701;7;4;3;3;20230716;1;1;2;     .;1;1;0;1;0;1;0;1;1;5;4;3;2;3;3;1;240; ; ; ;2
2023;7;15067;95;11;10701;7;4;3;3;20230715;1;1;2;     .;3;1;0;1;0;1;0;1;3;5;4;3;2;2;2;2; ;300;2; ;2
2023;7;15069;5;11;10701;7;4;2;1;20230707;1; ;2;     .;1;1;1;0;1;1;0;1;1;5;4;2;1;1;1;4;1200;500;1;1;2
2023;7;15069;23;11;10701;7;4;2;1;20230708;1; ;2;     .;3;3;0;1;0;1;0;1;1;5;1;3;2;3;2;2; ;500;1;1;2
2023;7;15069;40;11;10701;7;4;2;1;20230708;1; ;2;     .;1;1;1;0;1;1;0;1;1;5;1;2;1;3;3;6; ;200; ; ;2
2023;7;15069;59;11;10701;7;4;2;1;20230707;1; ;2;     .;1;3;1;0;1;1;0;1;1;5;1;3;2;2;2;2; ;200;1;1;2
2023;7;15069;78;11;10701;7;4;2;1;20230706;1; ;2;     .;3;3;1;0;0;1;0;1;1;2;1;1;0;1;1;1;150; ; ; ;2
2023;7;15069;95;11;10701;7;4;2;1;20230707;1; ;2;     .;1;1;0;1;0;1;0;1;1;2;1;3;2;2;2;2; ;150;2; ;2
