AÑO;MES;CONGLOME;VIVIENDA;HOGAR;UBIGEO;DOMINIO;ESTRATO;PERIODO;TIPENC;FECENT;RESULT;PANEL;P22;P23;P24A;P24B;P25$1;P25$2;P25$3;P25$4;P25$5;P101;P102;P103;P103A;P104;P104A;P104B1;P104B2;P105A;P105B;P106;P106A;P106B;P107B1
2023;7;15877;75;11;50107;5;8;1;5;20230708;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;3;2;1;2;2;2; ;99999;2; ;2
2023;7;15877;76;11;50107;5;8;1;5;20230707;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;3;5;2;2;2;2; ;50;2; ;2
2023;7;15877;86;11;50107;5;8;1;5;20230707;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15877;88;11;50107;5;8;1;5;20230708;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;3;3;1;2;2;2; ;50;1;1;2
2023;7;15877;89;11;50107;5;8;1;5;20230706;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;4;2;1;2;2;2; ;20;1;1;2
2023;7;15877;90;11;50107;5;8;1;5;20230706;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15877;91;11;50107;5;8;1;5;20230709;1; ;1;50115;3;3;0;1;0;1;0;1;3;6;3;3;1;2;2;6; ;70; ; ;2
2023;7;15877;92;11;50107;5;8;1;5;20230707;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;3;3;1;2;2;2; ;12;1;2;2
2023;7;15882;101;11;50101;5;7;2;5;20230713;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;3;2;1;2;2;6; ;100; ; ;2
2023;7;15882;102;11;50101;5;7;2;5;20230712;1; ;2;     .;3;3;1;0;0;1;0;1;3;6;4;2;0;2;2;2; ;100;2; ;2
2023;7;15882;103;11;50101;5;7;2;5;20230712;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15882;104;11;50101;5;7;2;5;20230715;1; ;2;     .;2;3;1;0;0;0;0;1;1;6;1;5;4;2;2;2; ;125;2; ;2
2023;7;15882;223;11;50101;5;7;2;5;20230715;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;3;4;2;2;2;2; ;80;2; ;2
2023;7;15882;224;11;50101;5;7;2;5;20230714;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15882;225;11;50101;5;7;2;5;20230713;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15882;226;11;50101;5;7;2;5;20230728;2; ;2;     .;3;3;0;1;0;0;0;1;3;6;4;2;1;2;2;2; ;80;2; ;2
2023;7;15882;227;11;50101;5;7;2;5;20230713;1; ;2;     .;3;1;0;1;0;1;0;1;1;5;4;3;2;2;2;2; ;300;2; ;2
2023;7;15882;228;11;50101;5;7;2;5;20230713;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15882;229;11;50101;5;7;2;5;20230714;1; ;2;     .;3;3;0;0;0;0;1;1;6;6;3;2;1;2;2;2; ;50;2; ;2
2023;7;15882;230;11;50101;5;7;2;5;20230715;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;4;3;1;2;2;2; ;50;2; ;2
2023;7;15889;57;11;50104;5;7;3;5;20230720;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15889;58;11;50104;5;7;3;5;20230720;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15889;59;11;50104;5;7;3;5;20230720;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15889;60;11;50104;5;7;3;5;20230720;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15889;123;11;50104;5;7;3;5;20230722;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;3;4;2;2;2;2; ;30;1;1;2
2023;7;15889;124;11;50104;5;7;3;5;20230723;1; ;1;50104;3;3;0;1;0;1;0;1;3;6;3;4;2;2;2;2; ;50;1;1;2
2023;7;15889;125;11;50104;5;7;3;5;20230723;1; ;2;     .;3;3;0;1;0;1;0;1;4;6;3;5;4;2;2;2; ;100;1;1;2
2023;7;15889;126;11;50104;5;7;3;5;20230720;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;4;2;1;2;2;6; ;50; ; ;2
2023;7;15889;127;11;50104;5;7;3;5;20230723;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;3;3;2;2;2;2; ;50;1;1;2
2023;7;15889;128;11;50104;5;7;3;5;20230721;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15889;129;11;50104;5;7;3;5;20230721;1; ;2;     .;3;3;0;1;0;1;0;1;3;5;3;4;1;2;2;2; ;90;1;1;2
2023;7;15889;130;11;50104;5;7;3;5;20230723;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;4;3;1;2;2;2; ;50;1;2;2
2023;7;15894;5;11;50613;5;6;1;4;20230707;1; ;2;     .;3;1;1;0;0;1;0;1;3;6;4;2;2;2;2;2; ;80;2; ;2
2023;7;15894;10;11;50613;5;6;1;4;20230706;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15894;15;11;50613;5;6;1;4;20230708;1; ;2;     .;3;3;0;0;0;1;0;4;3;6;4;1;0;2;2;6; ;80; ; ;2
2023;7;15894;21;11;50613;5;6;1;4;20230706;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15894;26;11;50613;5;6;1;4;20230707;1; ;2;     .;4;1;0;1;0;1;0;1;7;5;4;3;2;2;2;2; ;150;2; ;2
2023;7;15894;31;11;50613;5;6;1;4;20230705;1; ;2;     .;3;3;0;0;1;1;0;1;1;6;4;3;2;2;2;2; ;100;1;1;2
2023;7;15894;36;11;50613;5;6;1;4;20230706;1; ;1;110111;3;1;1;0;1;1;0;1;3;5;4;1;0;2;2;6; ;120; ; ;2
2023;7;15894;42;11;50613;5;6;1;4;20230706;1; ;2;     .;3;1;1;0;1;1;0;4;3;5;4;2;1;2;2;1;150; ; ; ;2
2023;7;15894;47;11;50613;5;6;1;4;20230707;1; ;2;     .;1;3;1;0;1;1;0;1;4;5;4;3;2;2;2;2; ;200;2; ;2
2023;7;15894;53;11;50613;5;6;1;4;20230707;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15894;57;11;50613;5;6;1;4;20230707;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15894;64;11;50613;5;6;1;4;20230708;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15918;2;11;50803;5;8;2;3;20230713;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;4;3;1;2;2;2; ;50;2; ;2
2023;7;15918;4;11;50803;5;8;2;3;20230713;1;1;1;50803;3;3;0;0;0;0;1;1;3;6;4;2;1;2;2;6; ;50; ; ;2
2023;7;15918;5;11;50803;5;8;2;3;20230714;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;4;2;1;2;2;2; ;50;2; ;2
2023;7;15918;14;11;50803;5;8;2;3;20230718;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;4;2;1;2;2;6; ;80; ; ;2
2023;7;15918;18;11;50803;5;8;2;3;20230720;1;1;2;     .;3;3;1;0;0;1;0;1;3;6;4;3;2;2;2;2; ;99999;2; ;2
2023;7;15918;19;11;50803;5;8;2;3;20230714;1;1;2;     .;1;1;0;1;0;1;0;1;3;5;4;2;1;2;2;2; ;100;2; ;2
2023;7;15918;21;11;50803;5;8;2;3;20230713;1;1;2;     .;3;3;1;0;0;1;0;1;3;6;4;2;1;2;2;6; ;50; ; ;2
2023;7;15918;25;11;50803;5;8;2;3;20230712;1;1;2;     .;3;1;1;0;0;1;0;1;3;6;4;5;1;2;2;2; ;100;1;2;2
2023;7;15935;21;11;50206;5;7;4;5;20230728;1; ;1;110101;3;3;0;1;0;0;0;1;3;6;4;4;3;2;2;2; ;200;1;1;2
2023;7;15935;22;11;50206;5;7;4;5;20230727;1; ;2;     .;3;3;0;1;0;0;0;1;3;5;4;2;0;2;2;2; ;100;1;1;2
2023;7;15935;23;11;50206;5;7;4;5;20230727;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;3;4;2;2;2;2; ;200;2; ;2
2023;7;15935;24;11;50206;5;7;4;5;20230726;1; ;2;     .;3;3;0;0;0;0;1;1;3;6;3;2;0;2;2;2; ;100;2; ;2
2023;7;15935;121;11;50206;5;7;4;5;20230728;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15935;122;11;50206;5;7;4;5;20230728;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15935;123;11;50206;5;7;4;5;20230729;1; ;2;     .;3;3;0;0;0;0;1;1;3;6;7;4;1;2;2;2; ;200;2; ;2
2023;7;15935;124;11;50206;5;7;4;5;20230729;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15935;125;11;50206;5;7;4;5;20230730;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15935;126;11;50206;5;7;4;5;20230729;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15935;127;11;50206;5;7;4;5;20230730;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;4;4;2;2;2;2; ;100;2; ;2
2023;7;15935;128;11;50206;5;7;4;5;20230730;1; ;2;     .;3;1;0;1;0;1;0;1;3;5;4;3;1;2;2;6; ;150; ; ;2
2023;7;15935;129;11;50206;5;7;4;5;20230730;1; ;2;     .;3;3;0;1;0;1;0;1;3;6;4;3;1;2;2;2; ;150;1;1;2
2023;7;15959;1;11;60101;4;2;3;1;20230721;1; ;2;     .;1;2;0;1;0;1;0;1;4;5;4;4;2;2;2;2; ;100;1;1;2
2023;7;15959;14;11;60101;4;2;3;1;20230720;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15959;15;11;60101;4;2;3;1;20230730;2; ;2;     .;1;3;0;1;0;1;0;1;1;5;1;5;4;2;2;2; ;100;1;1;2
2023;7;15959;27;13;60101;4;2;3;1;20230724;1; ;2;     .;3;3;0;0;0;1;0;4;1;5;1;4;3;2;2;6; ;50; ; ;2
2023;7;15959;27;23;60101;4;2;3;1;20230722;1; ;2;     .;3;3;0;0;0;1;0; ; ; ; ; ; ; ; ;6; ;150; ; ;2
2023;7;15959;27;33;60101;4;2;3;1;20230722;1; ;2;     .;3;3;0;0;0;1;0; ; ; ; ; ; ; ; ;6; ;50; ; ;2
2023;7;15959;37;11;60101;4;2;3;1;20230724;1; ;2;     .;3;3;0;1;0;1;0;1;3;4;4;3;2;2;2;6; ;150; ; ;2
2023;7;15959;50;11;60101;4;2;3;1;20230723;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15959;63;11;60101;4;2;3;1;20230720;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15959;76;11;60101;4;2;3;1;20230720;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15959;88;11;60101;4;2;3;1;20230730;1; ;2;     .;3;2;0;1;0;1;0;1;4;6;4;2;1;2;2;6; ;100; ; ;2
2023;7;15959;98;11;60101;4;2;3;1;20230722;1; ;2;     .;2;2;0;1;0;1;0;4;3;5;2;1;0;2;2;1;100; ; ; ;2
2023;7;15981;7;11;60101;4;2;1;1;20230708;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15981;26;11;60101;4;2;1;1;20230710;1; ;2;     .;3;2;1;0;1;1;0;1;1;5;1;2;1;3;1;6; ;400; ; ;2
2023;7;15981;63;11;60101;4;2;1;1;20230707;2; ;2;     .;1;1;1;0;1;1;0;1;1;3;1;4;3;1;1;2; ;800;2; ;2
2023;7;15981;81;11;60101;4;2;1;1;20230714;2; ;2;     .;1;1;1;0;1;1;0;1;1;3;1;2;2;1;1;6; ;500; ; ;2
2023;7;15981;99;11;60101;4;2;1;1;20230708;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15981;118;11;60101;4;2;1;1;20230706;1; ;2;     .;1;1;1;0;1;1;0;1;1;3;1;3;2;1;1;6; ;300; ; ;2
2023;7;15981;154;11;60101;4;2;1;1;20230711;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;15981;172;11;60101;4;2;1;1;20230707;2; ;2;     .;1;1;1;0;1;1;0;1;1;4;1;3;2;1;1;2; ;99999;1;1;2
2023;7;15990;1;11;60401;4;4;4;1;20230728;1; ;2;     .;1;2;1;0;1;1;0;4;1;5;4;2;1;3;3;1;120; ; ; ;2
2023;7;15990;13;11;60401;4;4;4;1;20230727;1; ;2;     .;1;2;1;0;1;1;0;4;1;5;1;1;0;3;3;1;120; ; ; ;2
2023;7;15990;36;11;60401;4;4;4;1;20230727;1; ;2;     .;1;3;1;0;1;1;0;4;1;5;6;1;0;3;3;1;70; ; ; ;2
2023;7;15990;49;11;60401;4;4;4;1;20230725;1; ;2;     .;1;1;1;0;1;1;0;1;1;2;4;4;3;2;2;2; ;1500;2; ;2
2023;7;15990;59;11;60401;4;4;4;1;20230727;2; ;2;     .;1;3;1;0;1;1;0;1;1;4;4;2;2;2;2;1;150; ; ; ;2
2023;7;15990;72;11;60401;4;4;4;1;20230728;1; ;2;     .;1;3;1;0;1;1;0;1;1;5;1;2;2;1;1;2; ;400;2; ;2
2023;7;16008;20;11;60701;4;5;2;3;20230714;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16008;33;11;60701;4;5;2;3;20230712;1;1;2;     .;1;1;1;0;1;1;0;1;3;5;4;3;2;2;2;2; ;300;2; ;2
2023;7;16008;45;11;60701;4;5;2;3;20230713;1;1;2;     .;1;1;1;0;1;1;0;1;3;5;4;4;2;2;2;6; ;300; ; ;2
2023;7;16008;70;11;60701;4;5;2;3;20230713;1;1;2;     .;2;1;1;0;1;1;0;1;3;5;4;3;2;2;2;2; ;200;1;1;2
2023;7;16008;95;11;60701;4;5;2;3;20230714;2;1;1;60101;1;1;1;0;1;1;0;1;1;3;1;5;3;2;2;1;700; ; ; ;2
2023;7;16008;108;11;60701;4;5;2;3;20230712;1;1;2;     .;1;1;1;0;1;1;0;1;1;5;1;10;5;2;2;6; ;1500; ; ;2
2023;7;16014;8;11;61101;4;5;3;1;20230719;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16014;27;11;61101;4;5;3;1;20230719;1; ;2;     .;2;1;1;0;1;1;0;1;3;5;8;1;1;2;2;6; ;80; ; ;2
2023;7;16014;64;11;61101;4;5;3;1;20230719;1; ;1;61101;3;3;1;0;1;1;0;1;1;6;4;2;0;3;3;1;100; ; ; ;2
2023;7;16014;83;11;61101;4;5;3;1;20230719;2; ;2;     .;3;3;1;0;1;0;0;1;1;3;4;6;4;1;1;2; ;100;2; ;2
2023;7;16014;101;11;61101;4;5;3;1;20230719;1; ;2;     .;2;2;1;0;1;1;0;1;3;5;2;3;0;2;2;1;100; ; ; ;2
2023;7;16014;120;11;61101;4;5;3;1;20230720;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16037;9;11;60109;1;7;1;5;20230707;1; ;2;     .;3;3;0;0;0;0;1;1;1;6;4;5;2;2;2;2; ;100;2; ;2
2023;7;16037;10;11;60109;1;7;1;5;20230710;1; ;2;     .;2;1;1;0;0;0;0;1;3;4;4;2;1;2;2;2; ;100;2; ;2
2023;7;16037;11;11;60109;1;7;1;5;20230710;1; ;2;     .;3;3;0;1;0;0;0;1;3;4;4;4;2;2;2;2; ;400;2; ;2
2023;7;16037;12;11;60109;1;7;1;5;20230707;1; ;2;     .;3;3;0;1;0;0;0;1;3;4;4;3;2;2;2;2; ;150;3; ;2
2023;7;16037;92;11;60109;1;7;1;5;20230708;1; ;2;     .;3;1;1;0;0;1;0;1;3;6;4;1;1;2;2;2; ;100;2; ;2
2023;7;16037;93;11;60109;1;7;1;5;20230705;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16037;94;11;60109;1;7;1;5;20230708;1; ;2;     .;3;1;1;0;0;1;0;1;4;5;4;2;1;2;2;2; ;150;2; ;2
2023;7;16037;95;11;60109;1;7;1;5;20230707;1; ;2;     .;2;1;1;0;0;1;0;1;4;5;4;3;2;2;2;2; ;100;2; ;2
2023;7;16037;96;11;60109;1;7;1;5;20230705;1; ;2;     .;3;2;1;0;0;1;0;1;3;5;8;1;1;2;2;6; ;50; ; ;2
2023;7;16052;5;11;60310;4;6;4;4;20230728;1; ;2;     .;3;3;0;1;0;0;0;1;4;6;3;2;0;2;2;2; ;30;2; ;2
2023;7;16052;17;11;60310;4;6;4;4;20230727;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;3;2;0;2;2;2; ;60;2; ;2
2023;7;16052;32;11;60310;4;6;4;4;20230728;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;3;2;1;2;2;6; ;60; ; ;2
2023;7;16052;44;11;60310;4;6;4;4;20230727;1; ;2;     .;3;3;1;0;0;1;0;1;3;6;4;5;1;2;2;6; ;50; ; ;2
2023;7;16052;58;11;60310;4;6;4;4;20230726;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16052;70;11;60310;4;6;4;4;20230729;1; ;2;     .;3;1;1;0;1;1;0;4;3;5;3;2;1;2;2;1;30; ; ; ;2
2023;7;16052;83;11;60310;4;6;4;4;20230727;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16052;106;11;60310;4;6;4;4;20230727;1; ;2;     .;1;1;0;1;0;1;0;1;3;6;3;6;5;2;2;2; ;100;2; ;2
2023;7;16052;118;11;60310;4;6;4;4;20230729;1; ;1;60301;1;1;1;0;0;1;0;4;3;6;3;1;0;2;2;1;50; ; ; ;2
2023;7;16055;45;11;60401;4;7;4;5;20230727;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16055;46;11;60401;4;7;4;5;20230730;1; ;1;60401;3;3;0;0;0;1;0;1;6;6;3;2;1;2;2;2; ;50;2; ;2
2023;7;16055;47;11;60401;4;7;4;5;20230726;1; ;1;60401;3;3;0;0;0;0;1;1;4;6;4;1;0;2;2;2; ;20;2; ;2
2023;7;16055;48;11;60401;4;7;4;5;20230727;1; ;2;     .;3;3;0;0;0;1;0;1;4;6;4;2;1;2;2;2; ;50;2; ;2
2023;7;16055;144;11;60401;4;7;4;5;20230727;1; ;2;     .;3;3;0;0;0;1;0;1;1;6;4;1;0;2;2;2; ;50;2; ;2
2023;7;16055;145;11;60401;4;7;4;5;20230726;1; ;2;     .;3;3;0;0;0;1;0;1;1;6;4;2;1;2;2;2; ;100;2; ;2
2023;7;16055;146;11;60401;4;7;4;5;20230730;1; ;2;     .;3;3;0;1;0;1;0;1;1;5;4;2;1;2;2;2; ;100;2; ;2
2023;7;16055;147;11;60401;4;7;4;5;20230726;1; ;2;     .;3;3;0;0;0;1;0;1;4;6;4;2;1;2;2;2; ;20;2; ;2
2023;7;16055;148;11;60401;4;7;4;5;20230728;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;4;1;0;2;2;6; ;80; ; ;2
2023;7;16082;61;11;60409;4;8;1;5;20230707;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16082;62;11;60409;4;8;1;5;20230707;1; ;2;     .;1;1;0;1;0;1;0;1;3;5;4;2;1;2;2;2; ;20;2; ;2
2023;7;16082;63;11;60409;4;8;1;5;20230707;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16082;64;11;60409;4;8;1;5;20230706;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;4;3;1;2;2;6; ;20; ; ;2
2023;7;16082;142;11;60409;4;8;1;5;20230708;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;4;2;1;2;2;2; ;30;2; ;2
2023;7;16082;143;11;60409;4;8;1;5;20230707;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;4;1;0;2;2;2; ;10;2; ;2
2023;7;16082;144;11;60409;4;8;1;5;20230707;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16082;145;11;60409;4;8;1;5;20230708;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;4;2;1;2;2;2; ;30;2; ;2
2023;7;16082;146;11;60409;4;8;1;5;20230707;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;3;3;1;2;2;2; ;40;2; ;2
2023;7;16082;147;11;60409;4;8;1;5;20230708;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;3;1;0;2;2;2; ;20;2; ;2
2023;7;16082;148;11;60409;4;8;1;5;20230707;1; ;2;     .;3;3;0;0;0;1;0;1;3;6;4;2;1;2;2;2; ;20;2; ;2
2023;7;16103;1;11;60203;4;7;2;5;20230713;1; ;2;     .;1;1;1;0;0;1;0;1;1;5;1;6;2;2;2;2; ;500;2; ;2
2023;7;16103;2;11;60203;4;7;2;5;20230715;1; ;2;     .;3;3;1;0;0;1;0;1;3;6;3;1;0;2;2;6; ;50; ; ;2
2023;7;16103;3;11;60203;4;7;2;5;20230713;1; ;2;     .;3;3;1;0;0;1;0;1;1;6;4;3;2;2;2;2; ;50;2; ;2
2023;7;16103;4;11;60203;4;7;2;5;20230713;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16103;100;11;60203;4;7;2;5;20230715;1; ;1;60201;3;3;0;0;0;0;1;1;4;6;3;1;0;2;2;2; ;30;2; ;2
2023;7;16103;101;11;60203;4;7;2;5;20230714;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16103;102;11;60203;4;7;2;5;20230714;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16103;103;11;60203;4;7;2;5;20230714;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16103;104;11;60203;4;7;2;5;20230714;1; ;2;     .;3;3;0;0;0;0;1;1;3;6;3;2;1;2;2;2; ;60;2; ;2
2023;7;16103;105;11;60203;4;7;2;5;20230715;1; ;2;     .;3;3;0;0;0;0;1;1;4;6;3;2;1;2;2;2; ;50;2; ;2
2023;7;16103;106;11;60203;4;7;2;5;20230713;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;16103;107;11;60203;4;7;2;5;20230714;1; ;2;     .;3;3;0;0;0;0;1;1;3;6;4;1;0;2;2;2; ;50;2; ;2
2023;7;16103;108;11;60203;4;7;2;5;20230714;1; ;2;     .;3;3;0;0;0;0;1;1;3;6;3;4;3;2;2;2; ;150;2; ;2
2023;7;16124;1;11;60203;4;7;3;5;20230720;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;3;3;1;2;2;2; ;50;2; ;2
2023;7;16124;2;11;60203;4;7;3;5;20230723;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;3;2;2;2;2;2; ;100;2; ;2
2023;7;16124;3;11;60203;4;7;3;5;20230721;1; ;1;60203;3;3;0;0;0;0;1;1;3;6;3;2;2;2;2;2; ;50;2; ;2
2023;7;16124;4;11;60203;4;7;3;5;20230723;1; ;2;     .;3;3;0;0;0;0;1;1;3;5;3;1;0;2;2;2; ;150;2; ;2
2023;7;16124;89;11;60203;4;7;3;5;20230721;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;3;3;2;2;2;2; ;30;2; ;2
2023;7;16124;90;11;60203;4;7;3;5;20230721;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;3;1;0;2;2;2; ;100;2; ;2
2023;7;16124;91;11;60203;4;7;3;5;20230721;1; ;2;     .;3;2;0;1;0;1;0;1;3;6;3;2;1;2;2;2; ;30;2; ;2
2023;7;16124;92;11;60203;4;7;3;5;20230722;1; ;2;     .;3;3;0;0;0;0;1;1;3;6;3;1;0;2;2;2; ;100;2; ;2
2023;7;16132;29;11;60411;4;8;2;5;20230715;1; ;2;     .;3;3;1;0;0;1;0;1;3;6;4;4;2;2;2;2; ;100;2; ;2
2023;7;16132;30;11;60411;4;8;2;5;20230712;1; ;1;60411;3;3;1;0;0;1;0;1;3;5;3;3;1;2;2;2; ;100;2; ;2
2023;7;16132;31;11;60411;4;8;2;5;20230713;1; ;2;     .;3;3;1;0;0;0;0;1;3;6;3;3;1;2;2;2; ;40;2; ;2
2023;7;16132;32;11;60411;4;8;2;5;20230714;1; ;1;60411;3;3;1;0;0;0;0;1;3;6;4;3;2;2;2;2; ;100;2; ;2
2023;7;16132;67;11;60411;4;8;2;5;20230714;1; ;2;     .;3;3;0;1;0;0;0;1;3;6;3;2;1;2;2;2; ;20;2; ;2
2023;7;16132;68;11;60411;4;8;2;5;20230714;1; ;2;     .;3;3;0;0;0;0;1;1;3;6;3;2;1;2;2;2; ;50;2; ;2
